id,label,external,entrypoint
685,Lcom/tencent/bugly/legu/crashreport/crash/c;->a(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)V [access_flags=public final] @ 0x2c34c,False,False
686,Landroid/content/Context;->getFilesDir()Ljava/io/File;,True,False
687,Lcom/tencent/bugly/legu/crashreport/crash/b;->b(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)V [access_flags=public final] @ 0x2bb14,False,False
688,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)Z [access_flags=public final] @ 0x2b928,False,False
689,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Z [access_flags=private static] @ 0x28720,False,False
690,Ljava/io/File;->mkdirs()Z,True,False
691,Ljava/io/BufferedWriter;->close()V,True,False
692,Ljava/io/BufferedWriter;->flush()V,True,False
693,Ljava/io/BufferedWriter;->write(Ljava/lang/String;)V,True,False
694,Ljava/io/FileWriter;-><init>(Ljava/io/File; Z)V,True,False
695,Ljava/io/File;->canWrite()Z,True,False
696,Ljava/io/File;->getParentFile()Ljava/io/File;,True,False
697,Ljava/io/IOException;->getMessage()Ljava/lang/String;,True,False
698,Ljava/io/BufferedWriter;-><init>(Ljava/io/Writer;)V,True,False
699,Ljava/io/File;->createNewFile()Z,True,False
700,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->b(Z)V [access_flags=private synchronized] @ 0x28b68,False,False
701,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->c()V [access_flags=private synchronized] @ 0x28bac,False,False
702,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->d()V [access_flags=private synchronized] @ 0x28cd4,False,False
703,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->e()Z [access_flags=private synchronized] @ 0x28d74,False,False
704,Landroid/os/FileObserver;->startWatching()V,True,False
705,Landroid/os/FileObserver;->stopWatching()V,True,False
706,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->c(Z)V [access_flags=private synchronized] @ 0x28c80,False,False
707,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public final synchronized] @ 0x28dd8,False,False
708,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->f()Z [access_flags=private synchronized] @ 0x28dac,False,False
709,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a(Z)V [access_flags=public final] @ 0x29128,False,False
710,Lcom/tencent/bugly/legu/crashreport/crash/anr/b;->a()Z [access_flags=public final] @ 0x2919c,False,False
711,Lcom/tencent/bugly/legu/crashreport/crash/b$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/b; Ljava/util/List;)V [access_flags=constructor] @ 0x292d0,False,False
712,Lcom/tencent/bugly/legu/crashreport/crash/b$1;->a(Z)V [access_flags=public final] @ 0x292f0,False,False
713,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Z Ljava/util/List;)V [access_flags=public static] @ 0x2ab20,False,False
714,Ljava/lang/Thread;->getName()Ljava/lang/String;,True,False
715,Ljava/util/Date;-><init>(J)V,True,False
716,Lcom/tencent/bugly/legu/proguard/a;->a(Ljava/util/Date;)Ljava/lang/String; [access_flags=public static] @ 0x32c4c,False,False
717,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; I)Z [access_flags=public final] @ 0x2b948,False,False
718,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Ljava/util/List; J Z)V [access_flags=public final] @ 0x2b754,False,False
719,Lcom/tencent/bugly/legu/proguard/n;->a()[B [access_flags=public abstract] @ 0x0,False,False
720,Ljava/util/LinkedHashMap;-><init>(I)V,True,False
721,Ljava/util/HashMap;-><init>(I)V,True,False
722,Lcom/tencent/bugly/legu/proguard/n;->b()Ljava/lang/String; [access_flags=public abstract] @ 0x0,False,False
723,Lcom/tencent/bugly/legu/crashreport/crash/b;-><init>(I Landroid/content/Context; Lcom/tencent/bugly/legu/proguard/t; Lcom/tencent/bugly/legu/proguard/o; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/BuglyStrategy$a; Lcom/tencent/bugly/legu/proguard/n;)V [access_flags=public constructor] @ 0x29328,False,False
724,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Landroid/database/Cursor;)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=private static] @ 0x29358,False,False
725,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Ljava/util/List; Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=private] @ 0x293e4,False,False
726,Lcom/tencent/bugly/legu/crashreport/crash/b;->b(Ljava/util/List;)Ljava/util/List; [access_flags=private] @ 0x2afa8,False,False
727,Ljava/util/ArrayList;-><init>(I)V,True,False
728,Ljava/util/Collections;->sort(Ljava/util/List;)V,True,False
729,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Ljava/lang/String; Landroid/content/Context; Ljava/lang/String;)Lcom/tencent/bugly/legu/proguard/aj; [access_flags=private static] @ 0x29690,False,False
730,Ljava/io/ByteArrayOutputStream;->toByteArray()[B,True,False
731,Ljava/io/FileInputStream;->close()V,True,False
732,Lcom/tencent/bugly/legu/proguard/aj;-><init>(B Ljava/lang/String; [B)V [access_flags=public constructor] @ 0x35bd8,False,False
733,Ljava/io/ByteArrayOutputStream;->flush()V,True,False
734,Lcom/tencent/bugly/legu/proguard/a;->a(Ljava/io/File; Ljava/io/File; I)Z [access_flags=public static] @ 0x33668,False,False
735,Ljava/io/FileInputStream;->read([B)I,True,False
736,Ljava/io/FileInputStream;-><init>(Ljava/io/File;)V,True,False
737,Ljava/io/ByteArrayOutputStream;-><init>()V,True,False
738,Ljava/io/ByteArrayOutputStream;->write([B I I)V,True,False
739,Landroid/content/Context;->getCacheDir()Ljava/io/File;,True,False
740,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; Lcom/tencent/bugly/legu/crashreport/common/info/a;)Lcom/tencent/bugly/legu/proguard/ak; [access_flags=private static] @ 0x298c4,False,False
741,Lcom/tencent/bugly/legu/proguard/ah;-><init>()V [access_flags=public constructor] @ 0x359c4,False,False
742,Ljava/util/ArrayList;->size()I,True,False
743,Ljava/io/UnsupportedEncodingException;->printStackTrace()V,True,False
744,Ljava/util/ArrayList;->add(Ljava/lang/Object;)Z,True,False
745,Ljava/lang/String;->getBytes(Ljava/lang/String;)[B,True,False
746,Ljava/net/URLEncoder;->encode(Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String;,True,False
747,Ljava/util/Map;->containsKey(Ljava/lang/Object;)Z,True,False
748,Lcom/tencent/bugly/legu/proguard/ak;-><init>()V [access_flags=public constructor] @ 0x35dbc,False,False
749,Lcom/tencent/bugly/legu/crashreport/crash/b;->a(Ljava/util/List;)Ljava/util/List; [access_flags=private static] @ 0x2a7f4,False,False
750,Lcom/tencent/bugly/legu/crashreport/crash/b;->b(Landroid/database/Cursor;)Lcom/tencent/bugly/legu/crashreport/crash/a; [access_flags=private static] @ 0x2ac88,False,False
751,Landroid/database/Cursor;->getInt(I)I,True,False
752,Landroid/database/Cursor;->getString(I)Ljava/lang/String;,True,False
753,Lcom/tencent/bugly/legu/crashreport/crash/b;->b()Ljava/util/List; [access_flags=private] @ 0x2ad7c,False,False
754,Lcom/tencent/bugly/legu/crashreport/crash/b;->c(Ljava/util/List;)V [access_flags=private static] @ 0x2b214,False,False
755,Lcom/tencent/bugly/legu/crashreport/crash/b;->d(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)Landroid/content/ContentValues; [access_flags=private static] @ 0x2b314,False,False
756,Lcom/tencent/bugly/legu/crashreport/crash/b;->d(Ljava/util/List;)V [access_flags=private static] @ 0x2b42c,False,False
757,Lcom/tencent/bugly/legu/crashreport/crash/b;->a()Ljava/util/List; [access_flags=public final] @ 0x2b534,False,False
758,Lcom/tencent/bugly/legu/proguard/al;-><init>()V [access_flags=public constructor] @ 0x361a4,False,False
759,Lcom/tencent/bugly/legu/proguard/t;->a(I Lcom/tencent/bugly/legu/proguard/am; Ljava/lang/String; Lcom/tencent/bugly/legu/proguard/s; Z J)V [access_flags=public final] @ 0x3e030,False,False
760,Ljava/lang/Throwable;->toString()Ljava/lang/String;,True,False
761,Lcom/tencent/bugly/legu/crashreport/crash/b;->c(Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean;)V [access_flags=public final] @ 0x2befc,False,False
762,Lcom/tencent/bugly/legu/proguard/n;->c()Z [access_flags=public abstract] @ 0x0,False,False
763,Ljava/util/List;->addAll(Ljava/util/Collection;)Z,True,False
764,Ljava/util/List;->removeAll(Ljava/util/Collection;)Z,True,False
765,Lcom/tencent/bugly/legu/crashreport/crash/c$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/c; Z Ljava/lang/Thread; Ljava/lang/Throwable; Ljava/lang/String; [B)V [access_flags=constructor] @ 0x2bf60,False,False
766,Lcom/tencent/bugly/legu/crashreport/crash/c$1;->run()V [access_flags=public final] @ 0x2bf90,False,False
767,Lcom/tencent/bugly/legu/crashreport/crash/c;->a(Lcom/tencent/bugly/legu/crashreport/crash/c;)Lcom/tencent/bugly/legu/crashreport/crash/e; [access_flags=static synthetic] @ 0x2c268,False,False
768,Lcom/tencent/bugly/legu/crashreport/crash/e;->a(Ljava/lang/Thread; Ljava/lang/Throwable; Z Ljava/lang/String; [B)V [access_flags=public final] @ 0x2d598,False,False
769,Lcom/tencent/bugly/legu/crashreport/crash/c$2;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/c;)V [access_flags=constructor] @ 0x2c030,False,False
770,Lcom/tencent/bugly/legu/crashreport/crash/c$2;->run()V [access_flags=public final] @ 0x2c04c,False,False
771,Lcom/tencent/bugly/legu/crashreport/crash/c;->b(Lcom/tencent/bugly/legu/crashreport/crash/c;)Landroid/content/Context; [access_flags=static synthetic] @ 0x2c2d8,False,False
772,Lcom/tencent/bugly/legu/proguard/a;->a(Landroid/content/Context; Ljava/lang/String; J)Z [access_flags=public static] @ 0x33524,False,False
773,Lcom/tencent/bugly/legu/proguard/a;->b(Landroid/content/Context; Ljava/lang/String;)Z [access_flags=public static] @ 0x34304,False,False
774,Lcom/tencent/bugly/legu/crashreport/crash/c;-><init>(I Landroid/content/Context; Lcom/tencent/bugly/legu/proguard/v; Z Lcom/tencent/bugly/legu/BuglyStrategy$a; Lcom/tencent/bugly/legu/proguard/n; Ljava/lang/String;)V [access_flags=private constructor] @ 0x2c168,False,False
775,Lcom/tencent/bugly/legu/crashreport/crash/e;->a()V [access_flags=public final synchronized] @ 0x2d3d8,False,False
776,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->setUserOpened(Z)V [access_flags=public] @ 0x2f6b8,False,False
777,Lcom/tencent/bugly/legu/crashreport/crash/e;->a(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public final synchronized] @ 0x2d520,False,False
778,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->onStrategyChanged(Lcom/tencent/bugly/legu/crashreport/common/strategy/StrategyBean;)V [access_flags=public synchronized] @ 0x2f578,False,False
779,Lcom/tencent/bugly/legu/crashreport/crash/e;->b()V [access_flags=public final synchronized] @ 0x2dcdc,False,False
780,Lcom/tencent/bugly/legu/proguard/o;->a(Ljava/util/List;)V [access_flags=public static] @ 0x3a850,False,False
781,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->testNativeCrash()V [access_flags=public] @ 0x2f858,False,False
782,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->getInstance(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/proguard/v; Z Ljava/lang/String;)Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler; [access_flags=public static synchronized] @ 0x2f340,False,False
783,Lcom/tencent/bugly/legu/crashreport/crash/e;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/info/a;)V [access_flags=public constructor] @ 0x2cc44,False,False
784,Lcom/tencent/bugly/legu/crashreport/crash/c;->l()Z [access_flags=public final] @ 0x2c684,False,False
785,Lcom/tencent/bugly/legu/crashreport/crash/d$1;-><init>()V [access_flags=constructor] @ 0x2c6a4,False,False
786,Lcom/tencent/bugly/legu/crashreport/crash/d$1;->run()V [access_flags=public final] @ 0x2c6bc,False,False
787,Lcom/tencent/bugly/legu/crashreport/crash/d;->a()V [access_flags=static synthetic] @ 0x2c8e8,False,False
788,Lcom/tencent/bugly/legu/crashreport/crash/d$2;-><init>(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=constructor] @ 0x2c6d4,False,False
789,Lcom/tencent/bugly/legu/crashreport/crash/d$2;->run()V [access_flags=public final] @ 0x2c6fc,False,False
790,Lcom/tencent/bugly/legu/proguard/z;->a(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public final] @ 0x40ba8,False,False
791,Lcom/tencent/bugly/legu/crashreport/crash/d;->b()Lcom/tencent/bugly/legu/proguard/z; [access_flags=static synthetic] @ 0x2cbdc,False,False
792,Lcom/tencent/bugly/legu/crashreport/crash/d$3;-><init>(Ljava/lang/Thread; I Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=constructor] @ 0x2c780,False,False
793,Lcom/tencent/bugly/legu/crashreport/crash/d$3;->run()V [access_flags=public final] @ 0x2c7ac,False,False
794,Lcom/tencent/bugly/legu/crashreport/crash/d;->c()Lcom/tencent/bugly/legu/proguard/y; [access_flags=static synthetic] @ 0x2cbf4,False,False
795,Lcom/tencent/bugly/legu/proguard/y;->a(Ljava/lang/Thread; I Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public final] @ 0x40688,False,False
796,Lcom/tencent/bugly/legu/crashreport/crash/d$4;-><init>(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/util/Map;)V [access_flags=constructor] @ 0x2c834,False,False
797,Lcom/tencent/bugly/legu/crashreport/crash/d$4;->run()V [access_flags=public final] @ 0x2c860,False,False
798,Lcom/tencent/bugly/legu/crashreport/crash/d;->d()Lcom/tencent/bugly/legu/crashreport/crash/h5/b; [access_flags=static synthetic] @ 0x2cc0c,False,False
799,Lcom/tencent/bugly/legu/crashreport/crash/h5/b;->a(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/util/Map;)V [access_flags=public final] @ 0x2e508,False,False
800,Lcom/tencent/bugly/legu/proguard/z;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/BuglyStrategy$a;)V [access_flags=public constructor] @ 0x40b80,False,False
801,Lcom/tencent/bugly/legu/crashreport/crash/h5/b;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/BuglyStrategy$a;)V [access_flags=public constructor] @ 0x2e4e0,False,False
802,Lcom/tencent/bugly/legu/proguard/y;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/BuglyStrategy$a;)V [access_flags=public constructor] @ 0x40660,False,False
803,Lcom/tencent/bugly/legu/crashreport/crash/d;->a(Ljava/lang/Thread; I Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x2cb28,False,False
804,Lcom/tencent/bugly/legu/crashreport/crash/d;->a(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)V [access_flags=public static] @ 0x2cb68,False,False
805,Lcom/tencent/bugly/legu/crashreport/crash/d;->a(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/util/Map;)V [access_flags=public static] @ 0x2cb9c,False,False
806,Lcom/tencent/bugly/legu/proguard/a;->a(Ljava/lang/Throwable;)Ljava/lang/String; [access_flags=public static] @ 0x32834,False,False
807,Ljava/lang/Thread$UncaughtExceptionHandler;->uncaughtException(Ljava/lang/Thread; Ljava/lang/Throwable;)V,True,False
808,Ljava/lang/System;->exit(I)V,True,False
809,Landroid/os/Process;->killProcess(I)V,True,False
810,Ljava/lang/Thread;->getId()J,True,False
811,Lcom/tencent/bugly/legu/crashreport/crash/e;->c()Z [access_flags=private static] @ 0x2d3a0,False,False
812,Lcom/tencent/bugly/legu/crashreport/crash/e;->b(Ljava/lang/Thread$UncaughtExceptionHandler;)Z [access_flags=private static] @ 0x2d324,False,False
813,Lcom/tencent/bugly/legu/crashreport/crash/e;->b(Ljava/lang/Thread; Ljava/lang/Throwable; Z Ljava/lang/String; [B)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=private] @ 0x2cd88,False,False
814,Ljava/lang/Thread;->getDefaultUncaughtExceptionHandler()Ljava/lang/Thread$UncaughtExceptionHandler;,True,False
815,Lcom/tencent/bugly/legu/crashreport/crash/e;->a(Ljava/lang/Thread$UncaughtExceptionHandler;)V [access_flags=private synchronized] @ 0x2cd5c,False,False
816,Ljava/lang/Thread;->setDefaultUncaughtExceptionHandler(Ljava/lang/Thread$UncaughtExceptionHandler;)V,True,False
817,Lcom/tencent/bugly/legu/crashreport/crash/e;-><clinit>()V [access_flags=static constructor] @ 0x2cc24,False,False
818,Lcom/tencent/bugly/legu/crashreport/crash/e;->a(Ljava/lang/Throwable; I)Ljava/lang/String; [access_flags=private static] @ 0x2cc74,False,False
819,Ljava/lang/Throwable;->getStackTrace()[Ljava/lang/StackTraceElement;,True,False
820,Ljava/lang/StringBuilder;->length()I,True,False
821,Ljava/lang/StackTraceElement;->toString()Ljava/lang/String;,True,False
822,Lcom/tencent/bugly/legu/crashreport/crash/e;->b(Ljava/lang/Throwable; I)Ljava/lang/String; [access_flags=private static] @ 0x2d298,False,False
823,Ljava/lang/Throwable;->getCause()Ljava/lang/Throwable;,True,False
824,Ljava/lang/Throwable;->getMessage()Ljava/lang/String;,True,False
825,Lcom/tencent/bugly/legu/crashreport/crash/e;->uncaughtException(Ljava/lang/Thread; Ljava/lang/Throwable;)V [access_flags=public final] @ 0x2dd78,False,False
826,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;-><init>()V [access_flags=private constructor] @ 0x2ddbc,False,False
827,Ljava/lang/Object;->hashCode()I,True,False
828,Landroid/webkit/WebView;->getContentDescription()Ljava/lang/CharSequence;,True,False
829,Ljava/util/Collection;->contains(Ljava/lang/Object;)Z,True,False
830,Ljava/util/HashMap;->values()Ljava/util/Collection;,True,False
831,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;-><clinit>()V [access_flags=static constructor] @ 0x2dd9c,False,False
832,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;->a(Ljava/lang/String;)Lcom/tencent/bugly/legu/crashreport/crash/h5/a; [access_flags=private static] @ 0x2dde8,False,False
833,Lorg/json/JSONObject;->getString(Ljava/lang/String;)Ljava/lang/String;,True,False
834,Lorg/json/JSONObject;->getLong(Ljava/lang/String;)J,True,False
835,Lorg/json/JSONObject;-><init>(Ljava/lang/String;)V,True,False
836,Lcom/tencent/bugly/legu/crashreport/crash/h5/a;-><init>()V [access_flags=public constructor] @ 0x2e494,False,False
837,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;->printLog(Ljava/lang/String;)V [access_flags=public] @ 0x2e2fc,False,False
838,Lcom/tencent/bugly/legu/crashreport/crash/h5/H5JavaScriptInterface;->reportJSException(Ljava/lang/String;)V [access_flags=public] @ 0x2e324,False,False
839,Ljava/util/Map;->putAll(Ljava/util/Map;)V,True,False
840,Ljava/util/LinkedHashMap;-><init>()V,True,False
841,Ljava/lang/Long;->toString(J)Ljava/lang/String;,True,False
842,Lcom/tencent/bugly/legu/crashreport/inner/InnerAPI;->postH5CrashAsync(Ljava/lang/Thread; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/util/Map;)V [access_flags=public static] @ 0x315dc,False,False
843,Landroid/util/Base64;->decode(Ljava/lang/String; I)[B,True,False
844,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler$1;-><init>(Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;)V [access_flags=constructor] @ 0x2ea7c,False,False
845,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler$1;->run()V [access_flags=public final] @ 0x2ea98,False,False
846,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->d(Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;)Lcom/tencent/bugly/legu/crashreport/crash/b; [access_flags=static synthetic] @ 0x2f2f8,False,False
847,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->c(Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;)Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeExceptionHandler; [access_flags=static synthetic] @ 0x2f28c,False,False
848,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->b(Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;)Ljava/lang/String; [access_flags=static synthetic] @ 0x2f104,False,False
849,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->a(Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;)Landroid/content/Context; [access_flags=static synthetic] @ 0x2ec78,False,False
850,Lcom/tencent/bugly/legu/crashreport/crash/jni/b;->a(Landroid/content/Context; Ljava/lang/String; Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeExceptionHandler;)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=public static] @ 0x301fc,False,False
851,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->a()V [access_flags=protected final] @ 0x2f394,False,False
852,Lcom/tencent/bugly/legu/crashreport/crash/jni/b;->b(Ljava/lang/String;)V [access_flags=public static] @ 0x309f4,False,False
853,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->putNativeKeyValue(Ljava/lang/String; Ljava/lang/String;)Z [access_flags=protected native] @ 0x0,False,False
854,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/proguard/v; Z Ljava/lang/String;)V [access_flags=private constructor] @ 0x2eb94,False,False
855,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->b(Z)V [access_flags=private synchronized] @ 0x2f248,False,False
856,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->c(Z)V [access_flags=private synchronized] @ 0x2f2a4,False,False
857,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->isUserOpened()Z [access_flags=public synchronized] @ 0x2f54c,False,False
858,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->testCrash()V [access_flags=protected native] @ 0x0,False,False
859,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->a(Z)V [access_flags=private synchronized] @ 0x2ec90,False,False
860,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->regist(Ljava/lang/String; Z I)Ljava/lang/String; [access_flags=protected native] @ 0x0,False,False
861,Lcom/tencent/bugly/legu/proguard/a;->a(Ljava/lang/String; Ljava/lang/String; Ljava/lang/Object; [Ljava/lang/Class; [Ljava/lang/Object;)Ljava/lang/Object; [access_flags=public static] @ 0x32318,False,False
862,Lcom/tencent/bugly/legu/crashreport/crash/jni/a;-><init>(Landroid/content/Context; Lcom/tencent/bugly/legu/crashreport/common/info/a; Lcom/tencent/bugly/legu/crashreport/crash/b; Lcom/tencent/bugly/legu/crashreport/common/strategy/a; Ljava/lang/String;)V [access_flags=public constructor] @ 0x2f88c,False,False
863,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->a(Ljava/lang/String; Z)Z [access_flags=private static] @ 0x2f054,False,False
864,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->b()V [access_flags=private synchronized] @ 0x2f11c,False,False
865,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->unregist()Ljava/lang/String; [access_flags=protected native] @ 0x0,False,False
866,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->startNativeMonitor()V [access_flags=public synchronized] @ 0x2f728,False,False
867,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->appendLogToNative(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Z [access_flags=public] @ 0x2f4a0,False,False
868,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeCrashHandler;->appendNativeLog(Ljava/lang/String; Ljava/lang/String; Ljava/lang/String;)Z [access_flags=protected native] @ 0x0,False,False
869,Lcom/tencent/bugly/legu/crashreport/crash/jni/NativeExceptionHandler;->packageCrashDatas(Ljava/lang/String; Ljava/lang/String; J Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; [B Ljava/util/Map; Z)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=public abstract] @ 0x0,False,False
870,Lcom/tencent/bugly/legu/crashreport/crash/jni/a;->handleNativeException(I I J J Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; I Ljava/lang/String; I I I Ljava/lang/String; Ljava/lang/String;)V [access_flags=public final] @ 0x2f8b8,False,False
871,Lcom/tencent/bugly/legu/crashreport/crash/jni/a;->handleNativeException2(I I J J Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; I Ljava/lang/String; I I I Ljava/lang/String; Ljava/lang/String; [Ljava/lang/String;)V [access_flags=public final] @ 0x2f924,False,False
872,Lcom/tencent/bugly/legu/crashreport/crash/jni/a;->packageCrashDatas(Ljava/lang/String; Ljava/lang/String; J Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; Ljava/lang/String; [B Ljava/util/Map; Z)Lcom/tencent/bugly/legu/crashreport/crash/CrashDetailBean; [access_flags=public final] @ 0x2fe7c,False,False
873,Ljava/io/File;->isFile()Z,True,False
874,Lcom/tencent/bugly/legu/crashreport/crash/jni/b;->a(Ljava/lang/String;)Ljava/lang/String; [access_flags=protected static] @ 0x3097c,False,False
875,Ljava/lang/Thread;->getAllStackTraces()Ljava/util/Map;,True,False
